2549,2550,2551,2552,2553,2554,2555,2556,2557,2558
242199337,268707602,280739307,297316901,324403978,342071649,368980104,392513354,411461479,428239513
139385057,154253092,161957355,163433146,176167839,185659002,202056668,212182652,218764173,223130109
43692160,49924540,52673882,57550232,62510799,64262387,72181516,83571448,86693524,90088884
20094660,22419180,23229405,26026395,30504505,34298686,40419022,57728717,64560669,67839864
13737230,17143329,18491447,24058037,25187665,26812414,28009466,32094719,33126747,40024131
25290230,24967461,24387218,26249091,30033170,31039160,26313432,6935818,8316366,7156525
