2549,2550,2551,2552,2553,2554,2555,2556,2557,2558
60929157,67364772,71215815,78476369,87981519,90072199,94019254,99720966,104287800,111113498
30078117,33100445,34237882,37011142,42036556,43697759,45519268,47268050,48751883,51552792
12288795,13755622,15313667,18032202,19720056,20123887,23478505,31070083,33521722,36102846
4010247,4331841,4421318,5057944,5858007,5654337,8552583,16416876,16564912,17512704
None,None,None,None,None,11483,None,None,None,None
14551998,16176864,17242948,18375081,20366900,20584733,16468898,4965957,5449283,5945156
