2549,2550,2551,2552,2553,2554,2555,2556,2557,2558
344171793,372578740,376140065,419002937,455514680,465282615,517624630,538038881,569719306,607796874
197676823,207164225,209191736,233146808,253543732,260023950,284421190,293780107,309202517,327521792
48868545,58507327,58708946,63726782,68817510,70801476,83029244,100528912,105227370,112396200
45052059,47605816,48362329,51123578,57290009,58380353,72964782,99407963,102386471,107706233
5590395,9464812,12522667,16784068,17979263,18604048,26244208,30235014,38076836,45261304
46983971,49836560,47354387,54221701,57884166,57472788,50965206,14086885,14826112,14911345
