ภาคใต้,ภาคเหนือ,ภาคตะวันออก,ภาคกลาง,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันตก
60.68446835457205,60.99053649569677,48.0958877644633,24.97645622652061,74.17214945966043,56.69457990655576
